original url,destination url,final http status,redirect path
https://circlesstudio.com/ebook/marketers-guide-website-redesign-maximum-impact-ebook/,https://circlesstudio.com/blog/b2b-marketers-guide-to-website-redesign-for-maximum-impact-ebook/,200,https://circlesstudio.com/ebook/marketers-guide-website-redesign-maximum-impact-ebook/
